Region I - Ilocos,Ilocos Sur,Quirino,12915,Active
Region I - Ilocos,Ilocos Sur,Salcedo,12916,Active
Region I - Ilocos,Ilocos Sur,"San Emilio, Ilocos Sur",12917,Active
Region I - Ilocos,Ilocos Sur,"San Esteban, Ilocos Sur",12918,Active
Region I - Ilocos,Ilocos Sur,"San Ildefonso, Ilocos Sur",12919,Active
Region I - Ilocos,Ilocos Sur,San Juan,12920,Active
Region I - Ilocos,Ilocos Sur,"San Vicente, Ilocos Sur",12921,Active
Region I - Ilocos,Ilocos Sur,"Santa, Ilocos Sur",12922,Active
Region I - Ilocos,Ilocos Sur,"Santa Catalina, Ilocos Sur",12923,Active
Region I - Ilocos,Ilocos Sur,"Santa Cruz, Ilocos Sur",12924,Active
Region I - Ilocos,Ilocos Sur,"Santa Lucia, Ilocos Sur",12925,Active
Region I - Ilocos,Ilocos Sur,"Santa Maria, Ilocos Sur",12926,Active
Region I - Ilocos,Ilocos Sur,"Santiago, Ilocos Sur",12927,Active
Region I - Ilocos,Ilocos Sur,"Santo Domingo, Ilocos Sur",12928,Active
Region I - Ilocos,Ilocos Sur,"Sigay, Ilocos Sur",12929,Active
Region I - Ilocos,Ilocos Sur,"Sinait, Ilocos Sur",12930,Active
Region I - Ilocos,Ilocos Sur,"Sugpon, Ilocos Sur",12931,Active
Region I - Ilocos,Ilocos Sur,"Suyo, Ilocos Sur",12932,Active
Region I - Ilocos,Ilocos Sur,"Tagudin, Ilocos Sur",12933,Active
Region I - Ilocos,Ilocos Sur,City of Vigan,12934,Active
Region I - Ilocos,La Union,"Agoo, La Union",13301,Active
Region I - Ilocos,La Union,"Aringay, La Union",13302,Active
Region I - Ilocos,La Union,"Bacnotan, La Union",13303,Active
Region I - Ilocos,La Union,"Bagulin, La Union",13304,Active
Region I - Ilocos,La Union,"Balaoan, La Union",13305,Active
Region I - Ilocos,La Union,"Bangar, La Union",13306,Active
Region I - Ilocos,La Union,"Bauang, La Union",13307,Active
Region I - Ilocos,La Union,"Burgos, La Union",13308,Active
Region I - Ilocos,La Union,"Caba, La Union",13309,Active
Region I - Ilocos,La Union,"Luna, La Union",13310,Active
Region I - Ilocos,La Union,"Naguilian, La Union",13311,Active
Region I - Ilocos,La Union,"Pugo, La Union",13312,Active
Region I - Ilocos,La Union,"Rosario, La Union",13313,Active
Region I - Ilocos,La Union,City of San Fernando,13314,Active
Region I - Ilocos,La Union,"San Gabriel, La Union",13315,Active
Region I - Ilocos,La Union,San Juan,13316,Active
Region I - Ilocos,La Union,"Santo Tomas, La Union",13317,Active
Region I - Ilocos,La Union,"Santol, La Union",13318,Active
Region I - Ilocos,La Union,"Sudipen, La Union",13319,Active
Region I - Ilocos,La Union,"Tubao, La Union",13320,Active
Region I - Ilocos,Pangasinan,"Agno, Pangasinan",15501,Active
Region I - Ilocos,Pangasinan,"Aguilar, Pangasinan",15502,Active
Region I - Ilocos,Pangasinan,"City of Alaminos, Pangasinan",15503,Active
Region I - Ilocos,Pangasinan,"Alcala, Pangasinan",15504,Active
Region I - Ilocos,Pangasinan,"Anda, Pangasinan",15505,Active
Region I - Ilocos,Pangasinan,"Asingan, Pangasinan",15506,Active
Region I - Ilocos,Pangasinan,"Balungao, Pangasinan",15507,Active
Region I - Ilocos,Pangasinan,"Bani, Pangasinan",15508,Active
Region I - Ilocos,Pangasinan,"Basista, Pangasinan",15509,Active
Region I - Ilocos,Pangasinan,"Bautista, Pangasinan",15510,Active
Region I - Ilocos,Pangasinan,"Bayambang, Pangasinan",15511,Active
Region I - Ilocos,Pangasinan,"Binalonan, Pangasinan",15512,Active
Region I - Ilocos,Pangasinan,"Binmaley, Pangasinan",15513,Active
Region I - Ilocos,Pangasinan,"Bolinao, Pangasinan",15514,Active
Region I - Ilocos,Pangasinan,"Bugallon, Pangasinan",15515,Active
Region I - Ilocos,Pangasinan,"Burgos, Pangasinan",15516,Active
Region I - Ilocos,Pangasinan,"Calasiao, Pangasinan",15517,Active
Region I - Ilocos,Pangasinan,City of Dagupan,15518,Active
Region I - Ilocos,Pangasinan,"Dasol, Pangasinan",15519,Active
Region I - Ilocos,Pangasinan,"Infanta, Pangasinan",15520,Active
Region I - Ilocos,Pangasinan,"Labrador, Pangasinan",15521,Active
Region I - Ilocos,Pangasinan,Lingayen,15522,Active
Region I - Ilocos,Pangasinan,"Mabini, Pangasinan",15523,Active
Region I - Ilocos,Pangasinan,"Malasiqui, Pangasinan",15524,Active
Region I - Ilocos,Pangasinan,"Manaoag, Pangasinan",15525,Active
Region I - Ilocos,Pangasinan,"Mangaldan, Pangasinan",15526,Active
Region I - Ilocos,Pangasinan,"Mangatarem, Pangasinan",15527,Active
Region I - Ilocos,Pangasinan,"Mapandan, Pangasinan",15528,Active
Region I - Ilocos,Pangasinan,"Natividad, Pangasinan",15529,Active
Region I - Ilocos,Pangasinan,"Pozorrubio, Pangasinan",15530,Active
Region I - Ilocos,Pangasinan,"Rosales, Pangasinan",15531,Active
Region I - Ilocos,Pangasinan,City of San Carlos,15532,Active
Region I - Ilocos,Pangasinan,"San Fabian, Pangasinan",15533,Active
Region I - Ilocos,Pangasinan,"San Jacinto, Pangasinan",15534,Active
Region I - Ilocos,Pangasinan,"San Manuel, Pangasinan",15535,Active
Region I - Ilocos,Pangasinan,"San Nicolas, Pangasinan",15536,Active
Region I - Ilocos,Pangasinan,"San Quintin, Pangasinan",15537,Active
Region I - Ilocos,Pangasinan,"Santa Barbara, Pangasinan",15538,Active
Region I - Ilocos,Pangasinan,"Santa Maria, Pangasinan",15539,Active
Region I - Ilocos,Pangasinan,"Santo Tomas, Pangasinan",15540,Active
Region I - Ilocos,Pangasinan,"Sison, Pangasinan",15541,Active
Region I - Ilocos,Pangasinan,"Sual, Pangasinan",15542,Active
Region I - Ilocos,Pangasinan,"Tayug, Pangasinan",15543,Active
Region I - Ilocos,Pangasinan,"Umingan, Pangasinan",15544,Active
Region I - Ilocos,Pangasinan,"Urbiztondo, Pangasinan",15545,Active
Region I - Ilocos,Pangasinan,"City of Urdaneta, Pangasinan",15546,Active
Region I - Ilocos,Pangasinan,"Villasis, Pangasinan",15547,Active
Region I - Ilocos,Pangasinan,"Laoac, Pangasinan",15548,Active
Region II - Cagayan Valley,Batanes,Basco,20901,Active
Region II - Cagayan Valley,Batanes,"Itbayat, Batanes",20902,Active
Region II - Cagayan Valley,Batanes,"Ivana, Batanes",20903,Active
Region II - Cagayan Valley,Batanes,"Mahatao, Batanes",20904,Active
Region II - Cagayan Valley,Batanes,"Sabtang, Batanes",20905,Active
Region II - Cagayan Valley,Batanes,"Uyugan, Batanes",20906,Active
Region II - Cagayan Valley,Cagayan,"Abulug, Cagayan",21501,Active
Region II - Cagayan Valley,Cagayan,"Alcala, Cagayan",21502,Active
Region II - Cagayan Valley,Cagayan,"Allacapan, Cagayan",21503,Active
Region II - Cagayan Valley,Cagayan,"Amulung, Cagayan",21504,Active
Region II - Cagayan Valley,Cagayan,"Aparri, Cagayan",21505,Active
Region II - Cagayan Valley,Cagayan,"Baggao, Cagayan",21506,Active
Region II - Cagayan Valley,Cagayan,"Ballesteros, Cagayan",21507,Active
Region II - Cagayan Valley,Cagayan,"Buguey, Cagayan",21508,Active
Region II - Cagayan Valley,Cagayan,"Calayan, Cagayan",21509,Active
Region II - Cagayan Valley,Cagayan,"Camalaniugan, Cagayan",21510,Active
Region II - Cagayan Valley,Cagayan,"Claveria, Cagayan",21511,Active
Region II - Cagayan Valley,Cagayan,"Enrile, Cagayan",21512,Active
Region II - Cagayan Valley,Cagayan,"Gattaran, Cagayan",21513,Active
Region II - Cagayan Valley,Cagayan,"Gonzaga, Cagayan",21514,Active
Region II - Cagayan Valley,Cagayan,"Iguig, Cagayan",21515,Active
Region II - Cagayan Valley,Cagayan,"Lal-lo, Cagayan",21516,Active
Region II - Cagayan Valley,Cagayan,"Lasam, Cagayan",21517,Active
Region II - Cagayan Valley,Cagayan,"Pamplona, Cagayan",21518,Active
Region II - Cagayan Valley,Cagayan,"Peñablanca, Cagayan",21519,Active
Region II - Cagayan Valley,Cagayan,"Piat, Cagayan",21520,Active
Region II - Cagayan Valley,Cagayan,"Rizal, Cagayan",21521,Active
Region II - Cagayan Valley,Cagayan,"Sanchez-Mira, Cagayan",21522,Active
Region II - Cagayan Valley,Cagayan,"Santa Ana, Cagayan",21523,Active
Region II - Cagayan Valley,Cagayan,"Santa Praxedes, Cagayan",21524,Active
Region II - Cagayan Valley,Cagayan,"Santa Teresita, Cagayan",21525,Active
Region II - Cagayan Valley,Cagayan,Santo Niño,21526,Active
Region II - Cagayan Valley,Cagayan,"Solana, Cagayan",21527,Active
Region II - Cagayan Valley,Cagayan,"Tuao, Cagayan",21528,Active
Region II - Cagayan Valley,Cagayan,Tuguegarao City,21529,Active
Region II - Cagayan Valley,Isabela,"Alicia, Isabela",23101,Active
Region II - Cagayan Valley,Isabela,"Angadanan, Isabela",23102,Active
Region II - Cagayan Valley,Isabela,"Aurora, Isabela",23103,Active
Region II - Cagayan Valley,Isabela,"Benito Soliven, Isabela",23104,Active
Region II - Cagayan Valley,Isabela,"Burgos, Isabela",23105,Active
Region II - Cagayan Valley,Isabela,"Cabagan, Isabela",23106,Active
Region II - Cagayan Valley,Isabela,"Cabatuan, Isabela",23107,Active
Region II - Cagayan Valley,Isabela,"City of Cauayan, Isabela",23108,Active
Region II - Cagayan Valley,Isabela,"Cordon, Isabela",23109,Active
Region II - Cagayan Valley,Isabela,"Dinapigue, Isabela",23110,Active
Region II - Cagayan Valley,Isabela,"Divilacan, Isabela",23111,Active
Region II - Cagayan Valley,Isabela,"Echague, Isabela",23112,Active
Region II - Cagayan Valley,Isabela,"Gamu, Isabela",23113,Active
Region II - Cagayan Valley,Isabela,City of Ilagan,23114,Active
Region II - Cagayan Valley,Isabela,"Jones, Isabela",23115,Active
Region II - Cagayan Valley,Isabela,"Luna, Isabela",23116,Active
Region II - Cagayan Valley,Isabela,"Maconacon, Isabela",23117,Active
Region II - Cagayan Valley,Isabela,Delfin Albano,23118,Active
Region II - Cagayan Valley,Isabela,"Mallig, Isabela",23119,Active
Region II - Cagayan Valley,Isabela,"Naguilian, Isabela",23120,Active
Region II - Cagayan Valley,Isabela,"Palanan, Isabela",23121,Active
Region II - Cagayan Valley,Isabela,"Quezon, Isabela",23122,Active
Region II - Cagayan Valley,Isabela,"Quirino, Isabela",23123,Active
Region II - Cagayan Valley,Isabela,"Ramon, Isabela",23124,Active
Region II - Cagayan Valley,Isabela,"Reina Mercedes, Isabela",23125,Active
Region II - Cagayan Valley,Isabela,"Roxas, Isabela",23126,Active
Region II - Cagayan Valley,Isabela,"San Agustin, Isabela",23127,Active
Region II - Cagayan Valley,Isabela,"San Guillermo, Isabela",23128,Active
Region II - Cagayan Valley,Isabela,"San Isidro, Isabela",23129,Active
Region II - Cagayan Valley,Isabela,"San Manuel, Isabela",23130,Active
Region II - Cagayan Valley,Isabela,"San Mariano, Isabela",23131,Active
Region II - Cagayan Valley,Isabela,"San Mateo, Isabela",23132,Active
Region II - Cagayan Valley,Isabela,"San Pablo, Isabela",23133,Active
Region II - Cagayan Valley,Isabela,"Santa Maria, Isabela",23134,Active
Region II - Cagayan Valley,Isabela,"City of Santiago, Isabela",23135,Active
Region II - Cagayan Valley,Isabela,"Santo Tomas, Isabela",23136,Active
Region II - Cagayan Valley,Isabela,"Tumauini, Isabela",23137,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Ambaguio, Nueva Vizcaya",25001,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Aritao, Nueva Vizcaya",25002,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Bagabag, Nueva Vizcaya",25003,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Bambang, Nueva Vizcaya",25004,Active
Region II - Cagayan Valley,Nueva Vizcaya,Bayombong,25005,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Diadi, Nueva Vizcaya",25006,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Dupax Del Norte, Nueva Vizcaya",25007,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Dupax Del Sur, Nueva Vizcaya",25008,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Kasibu, Nueva Vizcaya",25009,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Kayapa, Nueva Vizcaya",25010,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Quezon, Nueva Vizcaya",25011,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Santa Fe, Nueva Vizcaya",25012,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Solano, Nueva Vizcaya",25013,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Villaverde, Nueva Vizcaya",25014,Active
Region II - Cagayan Valley,Nueva Vizcaya,"Alfonso Castaneda, Nueva Vizcaya",25015,Active
Region II - Cagayan Valley,Quirino,"Aglipay, Quirino",25701,Active
Region II - Cagayan Valley,Quirino,Cabarroguis,25702,Active
Region II - Cagayan Valley,Quirino,"Diffun, Quirino",25703,Active
Region II - Cagayan Valley,Quirino,"Maddela, Quirino",25704,Active
Region II - Cagayan Valley,Quirino,"Saguday, Quirino",25705,Active
Region II - Cagayan Valley,Quirino,"Nagtipunan, Quirino",25706,Active
Region III - Central Luzon,Bataan,Abucay,30801,Active
Region III - Central Luzon,Bataan,"Bagac, Bataan",30802,Active
Region III - Central Luzon,Bataan,City of Balanga,30803,Active
Region III - Central Luzon,Bataan,Dinalupihan,30804,Active
Region III - Central Luzon,Bataan,"Hermosa, Bataan",30805,Active
Region III - Central Luzon,Bataan,Limay,30806,Active
Region III - Central Luzon,Bataan,Mariveles,30807,Active
Region III - Central Luzon,Bataan,Morong,30808,Active
Region III - Central Luzon,Bataan,"Orani, Bataan",30809,Active
Region III - Central Luzon,Bataan,Orion,30810,Active
Region III - Central Luzon,Bataan,Pilar,30811,Active
Region III - Central Luzon,Bataan,Samal,30812,Active
Region III - Central Luzon,Bulacan,Angat,31401,Active
Region III - Central Luzon,Bulacan,Balagtas,31402,Active
Region III - Central Luzon,Bulacan,"Baliuag, Bulacan",31403,Active
Region III - Central Luzon,Bulacan,Bocaue,31404,Active
Region III - Central Luzon,Bulacan,Bulacan,31405,Active
Region III - Central Luzon,Bulacan,Bustos,31406,Active
Region III - Central Luzon,Bulacan,"Calumpit, Bulacan",31407,Active
Region III - Central Luzon,Bulacan,"Guiguinto, Bulacan",31408,Active
Region III - Central Luzon,Bulacan,Hagonoy,31409,Active
Region III - Central Luzon,Bulacan,City of Malolos,31410,Active
Region III - Central Luzon,Bulacan,"Marilao, Bulacan",31411,Active
Region III - Central Luzon,Bulacan,"City of Meycauayan, Bulacan",31412,Active
Region III - Central Luzon,Bulacan,"Norzagaray, Bulacan",31413,Active
Region III - Central Luzon,Bulacan,"Obando, Bulacan",31414,Active
Region III - Central Luzon,Bulacan,"Pandi, Bulacan",31415,Active
Region III - Central Luzon,Bulacan,"Paombong, Bulacan",31416,Active
Region III - Central Luzon,Bulacan,"Plaridel, Bulacan",31417,Active
Region III - Central Luzon,Bulacan,"Pulilan, Bulacan",31418,Active
Region III - Central Luzon,Bulacan,"San Ildefonso, Bulacan",31419,Active
Region III - Central Luzon,Bulacan,"City of San Jose Del Monte, Bulacan",31420,Active
Region III - Central Luzon,Bulacan,"San Miguel, Bulacan",31421,Active
Region III - Central Luzon,Bulacan,"San Rafael, Bulacan",31422,Active
Region III - Central Luzon,Bulacan,"Santa Maria, Bulacan",31423,Active
Region III - Central Luzon,Bulacan,"Doña Remedios Trinidad, Bulacan",31424,Active
Region III - Central Luzon,Pampanga,"Ajuy, Iloilo",33001,Active
Region III - Central Luzon,Pampanga,"Alimodian, Iloilo",33002,Active
Region III - Central Luzon,Pampanga,"Anilao, Iloilo",33003,Active
Region III - Central Luzon,Pampanga,"Badiangan, Iloilo",33004,Active
Region III - Central Luzon,Pampanga,"Balasan, Iloilo",33005,Active
Region III - Central Luzon,Pampanga,"Banate, Iloilo",33006,Active
Region III - Central Luzon,Pampanga,"Barotac Nuevo, Iloilo",33007,Active
Region III - Central Luzon,Pampanga,"Barotac Viejo, Iloilo",33008,Active
Region III - Central Luzon,Pampanga,"Batad, Iloilo",33009,Active
Region III - Central Luzon,Pampanga,"Bingawan, Iloilo",33010,Active
Region III - Central Luzon,Pampanga,"Cabatuan, Iloilo",33012,Active
Region III - Central Luzon,Pampanga,"Calinog, Iloilo",33013,Active
Region III - Central Luzon,Pampanga,"Carles, Iloilo",33014,Active
Region III - Central Luzon,Pampanga,"Concepcion, Iloilo",33015,Active
Region III - Central Luzon,Pampanga,"Dingle, Iloilo",33016,Active
Region III - Central Luzon,Pampanga,"Dueñas, Iloilo",33017,Active
Region III - Central Luzon,Pampanga,"Dumangas, Iloilo",33018,Active
Region III - Central Luzon,Pampanga,"Estancia, Iloilo",33019,Active
Region III - Central Luzon,Pampanga,"Guimbal, Iloilo",33020,Active
Region III - Central Luzon,Pampanga,"Igbaras, Iloilo",33021,Active
Region III - Central Luzon,Pampanga,City of Iloilo,33022,Active
Region III - Central Luzon,Pampanga,"Janiuay, Iloilo",33023,Active
Region III - Central Luzon,Pampanga,"Lambunao, Iloilo",33025,Active
Region III - Central Luzon,Pampanga,"Leganes, Iloilo",33026,Active
Region III - Central Luzon,Pampanga,"Lemery, Iloilo",33027,Active
Region III - Central Luzon,Pampanga,"Leon, Iloilo",33028,Active
Region III - Central Luzon,Pampanga,"Maasin, Iloilo",33029,Active
Region III - Central Luzon,Pampanga,"Miagao, Iloilo",33030,Active
Region III - Central Luzon,Pampanga,"Mina, Iloilo",33031,Active
Region III - Central Luzon,Pampanga,"New Lucena, Iloilo",33032,Active
Region III - Central Luzon,Pampanga,"Oton, Iloilo",33034,Active
Region III - Central Luzon,Pampanga,"City of Passi, Iloilo",33035,Active
Region III - Central Luzon,Pampanga,"Pavia, Iloilo",33036,Active
Region III - Central Luzon,Pampanga,"Pototan, Iloilo",33037,Active
Region III - Central Luzon,Pampanga,"San Dionisio, Iloilo",33038,Active
Region III - Central Luzon,Pampanga,"San Enrique, Iloilo",33039,Active
Region III - Central Luzon,Pampanga,"San Joaquin, Iloilo",33040,Active
Region III - Central Luzon,Pampanga,"San Miguel, Iloilo",33041,Active
Region III - Central Luzon,Pampanga,"San Rafael, Iloilo",33042,Active
Region III - Central Luzon,Pampanga,"Santa Barbara, Iloilo",33043,Active
Region III - Central Luzon,Pampanga,"Sara, Iloilo",33044,Active
Region III - Central Luzon,Pampanga,"Tigbauan, Iloilo",33045,Active
Region III - Central Luzon,Pampanga,"Tubungan, Iloilo",33046,Active
Region III - Central Luzon,Pampanga,"Zarraga, Iloilo",33047,Active
Region III - Central Luzon,Zambales,"Alicia, Isabela",33101,Active
Region III - Central Luzon,Zambales,"Angadanan, Isabela",33102,Active
Region III - Central Luzon,Zambales,"Aurora, Isabela",33103,Active
Region III - Central Luzon,Zambales,"Benito Soliven, Isabela",33104,Active
Region III - Central Luzon,Zambales,"Burgos, Isabela",33105,Active
Region III - Central Luzon,Zambales,"Cabagan, Isabela",33106,Active
Region III - Central Luzon,Zambales,"Cabatuan, Isabela",33107,Active
Region III - Central Luzon,Zambales,"City of Cauayan, Isabela",33108,Active
Region III - Central Luzon,Zambales,"Cordon, Isabela",33109,Active
Region III - Central Luzon,Zambales,"Dinapigue, Isabela",33110,Active
Region III - Central Luzon,Zambales,"Divilacan, Isabela",33111,Active
Region III - Central Luzon,Zambales,"Echague, Isabela",33112,Active
Region III - Central Luzon,Zambales,"Gamu, Isabela",33113,Active
Region III - Central Luzon,Zambales,City of Ilagan,33114,Active
Region III - Central Luzon,Zambales,"Jones, Isabela",33115,Active
Region III - Central Luzon,Zambales,"Luna, Isabela",33116,Active
Region III - Central Luzon,Zambales,"Maconacon, Isabela",33117,Active
Region III - Central Luzon,Zambales,Delfin Albano,33118,Active
Region III - Central Luzon,Zambales,"Mallig, Isabela",33119,Active
Region III - Central Luzon,Zambales,"Naguilian, Isabela",33120,Active
Region III - Central Luzon,Zambales,"Palanan, Isabela",33121,Active
Region III - Central Luzon,Zambales,"Quezon, Isabela",33122,Active
Region III - Central Luzon,Zambales,"Quirino, Isabela",33123,Active
Region III - Central Luzon,Zambales,"Ramon, Isabela",33124,Active
Region III - Central Luzon,Zambales,"Reina Mercedes, Isabela",33125,Active
Region III - Central Luzon,Zambales,"Roxas, Isabela",33126,Active
Region III - Central Luzon,Zambales,"San Agustin, Isabela",33127,Active
Region III - Central Luzon,Zambales,"San Guillermo, Isabela",33128,Active
Region III - Central Luzon,Zambales,"San Isidro, Isabela",33129,Active
Region III - Central Luzon,Zambales,"San Manuel, Isabela",33130,Active
Region III - Central Luzon,Zambales,"San Mariano, Isabela",33131,Active
Region III - Central Luzon,Zambales,"San Mateo, Isabela",33132,Active
Region III - Central Luzon,Zambales,"San Pablo, Isabela",33133,Active
Region III - Central Luzon,Zambales,"Santa Maria, Isabela",33134,Active
Region III - Central Luzon,Zambales,"City of Santiago, Isabela",33135,Active
Region III - Central Luzon,Zambales,"Santo Tomas, Isabela",33136,Active
Region III - Central Luzon,Zambales,"Tumauini, Isabela",33137,Active
Region III - Central Luzon,Nueva Ecija,"Aliaga, Nueva Ecija",34901,Active
Region III - Central Luzon,Nueva Ecija,"Bongabon, Nueva Ecija",34902,Active
Region III - Central Luzon,Nueva Ecija,City of Cabanatuan,34903,Active
Region III - Central Luzon,Nueva Ecija,"Cabiao, Nueva Ecija",34904,Active
Region III - Central Luzon,Nueva Ecija,"Carranglan, Nueva Ecija",34905,Active
Region III - Central Luzon,Nueva Ecija,"Cuyapo, Nueva Ecija",34906,Active
Region III - Central Luzon,Nueva Ecija,Gabaldon,34907,Active
Region III - Central Luzon,Nueva Ecija,"City of Gapan, Nueva Ecija",34908,Active
Region III - Central Luzon,Nueva Ecija,"General Mamerto Natividad, Nueva Ecija",34909,Active
Region III - Central Luzon,Nueva Ecija,General Tinio,34910,Active
Region III - Central Luzon,Nueva Ecija,"Guimba, Nueva Ecija",34911,Active
Region III - Central Luzon,Nueva Ecija,"Jaen, Nueva Ecija",34912,Active
Region III - Central Luzon,Nueva Ecija,"Laur, Nueva Ecija",34913,Active
Region III - Central Luzon,Nueva Ecija,"Licab, Nueva Ecija",34914,Active
Region III - Central Luzon,Nueva Ecija,"Llanera, Nueva Ecija",34915,Active
Region III - Central Luzon,Nueva Ecija,"Lupao, Nueva Ecija",34916,Active
Region III - Central Luzon,Nueva Ecija,"Science City of Munoz, Nueva Ecija",34917,Active
Region III - Central Luzon,Nueva Ecija,"Nampicuan, Nueva Ecija",34918,Active
Region III - Central Luzon,Nueva Ecija,City of Palayan,34919,Active
Region III - Central Luzon,Nueva Ecija,"Pantabangan, Nueva Ecija",34920,Active
Region III - Central Luzon,Nueva Ecija,"Peñaranda, Nueva Ecija",34921,Active
Region III - Central Luzon,Nueva Ecija,"Quezon, Nueva Ecija",34922,Active
Region III - Central Luzon,Nueva Ecija,"Rizal, Nueva Ecija",34923,Active
Region III - Central Luzon,Nueva Ecija,"San Antonio, Nueva Ecija",34924,Active
Region III - Central Luzon,Nueva Ecija,"San Isidro, Nueva Ecija",34925,Active
Region III - Central Luzon,Nueva Ecija,"San Jose City, Nueva Ecija",34926,Active
Region III - Central Luzon,Nueva Ecija,"San Leonardo, Nueva Ecija",34927,Active
Region III - Central Luzon,Nueva Ecija,"Santa Rosa, Nueva Ecija",34928,Active
Region III - Central Luzon,Nueva Ecija,"Santo Domingo, Nueva Ecija",34929,Active
Region III - Central Luzon,Nueva Ecija,"Talavera, Nueva Ecija",34930,Active
Region III - Central Luzon,Nueva Ecija,"Talugtug, Nueva Ecija",34931,Active
Region III - Central Luzon,Nueva Ecija,"Zaragoza, Nueva Ecija",34932,Active
Region III - Central Luzon,Pampanga,City of Angeles,35401,Active
Region III - Central Luzon,Pampanga,"Apalit, Pampanga",35402,Active
Region III - Central Luzon,Pampanga,"Arayat, Pampanga",35403,Active
Region III - Central Luzon,Pampanga,"Bacolor, Pampanga",35404,Active
Region III - Central Luzon,Pampanga,"Candaba, Pampanga",35405,Active
Region III - Central Luzon,Pampanga,"Floridablanca, Pampanga",35406,Active
Region III - Central Luzon,Pampanga,"Guagua, Pampanga",35407,Active
Region III - Central Luzon,Pampanga,"Lubao, Pampanga",35408,Active
Region III - Central Luzon,Pampanga,"Mabalacat, Pampanga",35409,Active
Region III - Central Luzon,Pampanga,"Macabebe, Pampanga",35410,Active
Region III - Central Luzon,Pampanga,"Magalang, Pampanga",35411,Active
Region III - Central Luzon,Pampanga,"Masantol, Pampanga",35412,Active
Region III - Central Luzon,Pampanga,"Mexico, Pampanga",35413,Active
Region III - Central Luzon,Pampanga,"Minalin, Pampanga",35414,Active
Region III - Central Luzon,Pampanga,"Porac, Pampanga",35415,Active
